scenario_label,protocol,direction,model,confidence_level,k_target,k_adapter,adapter_type,coverage_mean,coverage_wilson95_lower_mean,coverage_wilson95_upper_mean,finite_interval_fraction_mean,coverage_short_life_mean,coverage_long_life_mean,short_long_coverage_gap_mean,median_width_mean,winkler_mean_mean,MAE_median,MAE_mean,SMAPE_median,SMAPE_mean,R2_median,R2_mean,finite_q_mean,n_runs
Linear target-adapted CP,Linear-adapted CP,HUST -> LUH,random_forest,0.95,20.0,20.0,linear,0.9543939393939394,0.8791778933565253,0.979624328315108,1.0,0.9851515151515152,0.9236363636363636,0.0699999999999999,1737.7730562872405,2026.4621952797352,352.2541980275413,353.20821916150567,68.24742585936926,68.76443599446607,-0.0559159702390002,-0.0884689270968644,1.0,100
Residual-mean target-adapted CP,Residual-adapted CP,HUST -> LUH,random_forest,0.95,5.0,5.0,residual_mean,0.836875,0.7601014233421829,0.8877256493387082,1.0,0.88,0.79375,0.2066666666666666,1431.1938863613857,2664.6133623344062,372.15459742922167,386.45681544328875,73.36276534749169,77.93345702579046,-0.2111350773110505,-0.3411798125525351,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,HUST -> LUH,random_forest,0.95,10.0,10.0,residual_mean,0.916860465116279,0.8445861869075522,0.9534863393088696,1.0,0.9234883720930231,0.9102325581395349,0.105813953488372,1579.894702069709,2026.0002107895668,372.41950026503525,375.220468708901,72.58118500705929,73.71243854210141,-0.1560620557895177,-0.2112798451860373,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,HUST -> LUH,random_forest,0.95,15.0,15.0,residual_mean,0.9409210526315788,0.8702013720624593,0.9692121480551,1.0,0.9615789473684212,0.9202631578947368,0.0692105263157894,1643.7625576397986,1973.1881131842224,364.377763070488,367.1035509333997,72.04130481459543,71.88014393904261,-0.137988268214393,-0.1562538047738799,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,HUST -> LUH,random_forest,0.95,20.0,20.0,residual_mean,0.9574242424242424,0.8830051508313688,0.9815243280704856,1.0,0.98,0.9348484848484848,0.0639393939393939,1761.1153534917198,1989.4399596439716,370.1522782808594,368.1621861924656,72.23664763143526,72.58422502210378,-0.1418857981171333,-0.1593852639384282,1.0,100
"Target-domain CP, no adapter",Target CP,HUST -> LUH,random_forest,0.95,5.0,,none,0.826930693069307,0.7505585662760821,0.8793449160185073,1.0,0.6602,0.9903921568627452,0.330192156862745,2496.5267948350524,3862.1045476476,778.7110296494322,803.8675590938262,94.59847626162372,95.21613073721842,-3.7501506937743834,-3.9393302574356106,0.0,100
"Target-domain CP, no adapter",Target CP,HUST -> LUH,random_forest,0.95,10.0,,none,0.8965625,0.8271368430087285,0.9354722063716528,1.0,0.7939583333333333,0.9991666666666668,0.2052083333333333,2704.8543269908864,3327.3091735617622,782.9031799347747,804.8501406528052,94.76065036421991,95.42110328170128,-3.8342898477012497,-3.978612560959491,0.0,100
"Target-domain CP, no adapter",Target CP,HUST -> LUH,random_forest,0.95,15.0,,none,0.9484615384615384,0.8858011617673158,0.9747929393241656,1.0,0.8957777777777778,1.0,0.1042222222222221,2871.2858815569793,3032.503152919245,787.1112725710459,804.7167473671315,95.14395699015928,95.48453325171457,-3.7753441747501624,-3.928720760356283,0.0,100
"Target-domain CP, no adapter",Target CP,HUST -> LUH,random_forest,0.95,20.0,,none,0.9531395348837208,0.8908792535056963,0.97664895700069,1.0,0.906279069767442,1.0,0.0937209302325581,2894.806624604269,3033.379607514093,784.4405922888675,803.3907291025348,94.92837306822648,95.34875584436551,-3.8454731344557778,-3.9484937366320567,1.0,100
Linear target-adapted CP,Linear-adapted CP,HUST -> MATR,random_forest,0.95,5.0,5.0,linear,0.8015126050420168,0.7297287178614654,0.8544388806749919,1.0,0.8416949152542372,0.762,0.2010451977401129,1328.5478833599057,3600.3089302824483,314.4648667034405,344.8952857090029,42.73396287740413,47.61481747672424,-0.316671103075968,-0.8530875720282465,0.0,100
Linear target-adapted CP,Linear-adapted CP,HUST -> MATR,random_forest,0.95,10.0,10.0,linear,0.9006422018348624,0.8370664875619379,0.9369398121863124,1.0,0.9333333333333332,0.8685454545454546,0.1161683501683501,1535.8763674999072,2466.3940398474156,295.72218700229223,309.27516407176813,39.79220257844436,42.12462873904305,-0.1245168601083398,-0.2594179543345462,0.0,100
Linear target-adapted CP,Linear-adapted CP,HUST -> MATR,random_forest,0.95,15.0,15.0,linear,0.9424242424242424,0.8819438801050268,0.969852671641017,1.0,0.979591836734694,0.906,0.0833142857142856,1638.8717251035778,2216.2727911618076,278.2878640416286,288.92637598043393,37.2447054477074,38.52560857391008,-0.01225283933508,-0.1229122861724091,0.0,100
Linear target-adapted CP,Linear-adapted CP,HUST -> MATR,random_forest,0.95,20.0,20.0,linear,0.9425842696629212,0.8786803579132046,0.9698629653035148,1.0,0.985909090909091,0.9002222222222223,0.0856868686868686,1732.5682417434584,2271.975557517062,277.025758425229,277.16164661057087,36.63765558007984,37.44297270713256,0.0193127860459872,-0.0173069861350613,1.0,100
Residual-mean target-adapted CP,Residual-adapted CP,HUST -> MATR,random_forest,0.95,5.0,5.0,residual_mean,0.8481512605042016,0.7802446085833747,0.8942833626363975,1.0,0.8928813559322033,0.8041666666666667,0.1615451977401129,1177.6076557685035,2573.7466233281643,276.25290751433283,292.26745001679524,35.72564903692049,37.87068052173025,0.0024247867607577,-0.10871196123151,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,HUST -> MATR,random_forest,0.95,10.0,10.0,residual_mean,0.9074311926605504,0.8438872363495069,0.9432348101771656,1.0,0.9479629629629628,0.8676363636363637,0.1062188552188551,1400.1567827370611,2229.8020096452865,270.26287222113297,275.78620324168577,35.28178661911653,35.86005669463447,0.0462566977269896,-0.0066854567761528,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,HUST -> MATR,random_forest,0.95,15.0,15.0,residual_mean,0.9333333333333332,0.8717820195772452,0.9625118632973044,1.0,0.9736734693877552,0.8937999999999999,0.0953591836734693,1592.1075781111567,2203.4768888212857,266.6686288229241,270.09749104545097,34.69603162949585,35.15382939805937,0.0425440107991414,0.0193508152124104,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,HUST -> MATR,random_forest,0.95,20.0,20.0,residual_mean,0.962134831460674,0.9041187020249652,0.981907875378022,1.0,0.9861363636363636,0.9386666666666666,0.0568030303030302,1821.7504635177456,2134.331558275313,268.5693151791702,271.58741610391024,35.20613611861303,35.47239068744241,0.0494449826193407,-0.001850879496605,1.0,100
"Target-domain CP, no adapter",Target CP,HUST -> MATR,random_forest,0.95,5.0,,none,0.8128225806451613,0.746083966088529,0.8607614244104245,1.0,0.6495161290322581,0.9761290322580644,0.3266129032258064,2184.3806324034567,3211.1618270277104,795.2265195826506,796.6007765838893,73.61019299718728,73.61259990353611,-4.538711976395979,-4.574033689359497,0.0,100
"Target-domain CP, no adapter",Target CP,HUST -> MATR,random_forest,0.95,10.0,,none,0.9095798319327733,0.8493542068921286,0.9441889578979196,1.0,0.8177966101694915,0.9998333333333334,0.1820367231638417,2326.362888682358,2549.391183653852,793.2948082361885,794.943138113008,73.22140611574675,73.42251894447159,-4.504110576008792,-4.587600510532107,0.0,100
"Target-domain CP, no adapter",Target CP,HUST -> MATR,random_forest,0.95,15.0,,none,0.931842105263158,0.8753664712473049,0.9601629000397166,1.0,0.8636842105263157,1.0,0.1363157894736842,2368.875858712857,2545.528073830179,795.4182945260441,796.4518438167391,73.62273351374436,73.59060084951214,-4.562730096555564,-4.62220231213659,0.0,100
"Target-domain CP, no adapter",Target CP,HUST -> MATR,random_forest,0.95,20.0,,none,0.950091743119266,0.8962044040268994,0.9733341594182382,1.0,0.8992592592592592,1.0,0.1007407407407406,2407.087984832755,2515.0333198448584,792.8335744069757,794.1355789290965,73.25401600755961,73.36248336479018,-4.437777239585726,-4.50314789485809,1.0,100
Linear target-adapted CP,Linear-adapted CP,HUST -> SANDIA,random_forest,0.95,5.0,5.0,linear,0.812,0.6817669370398411,0.887557183813052,1.0,0.9035,0.7204999999999999,0.2259999999999999,4000.671149707304,14495.605017399672,790.7727095601488,1057.2931383258324,109.46099309610808,103.528369987173,-0.2581672870684629,-7.5429710858644015,0.0,100
Linear target-adapted CP,Linear-adapted CP,HUST -> SANDIA,random_forest,0.95,10.0,10.0,linear,0.9093333333333332,0.7641070287857865,0.9616300066691248,1.0,0.9813333333333334,0.8373333333333334,0.1493333333333333,4327.29358190856,6306.234165135843,798.7352778687664,815.4547362873031,111.08533219317482,108.31143697431312,0.0017092779962074,-0.1002522003668468,0.0,100
Linear target-adapted CP,Linear-adapted CP,HUST -> SANDIA,random_forest,0.95,15.0,15.0,linear,0.937,0.754851067158435,0.9783255447034012,1.0,0.994,0.88,0.1159999999999999,4750.982155352092,5663.5064050233,789.3739337761249,787.5893067023346,102.45500292106811,105.7269329542914,0.004390688312661,-0.0632982191184582,0.0,100
Linear target-adapted CP,Linear-adapted CP,HUST -> SANDIA,random_forest,0.95,20.0,20.0,linear,0.96,0.673740750937162,0.99092907318898,1.0,0.996,0.924,0.0759999999999999,4850.365643840448,5210.112518587676,788.0599118297785,800.8224086980674,108.92927749983562,109.43556826618745,0.0063876949713827,-4.408489618290942,1.0,100
Residual-mean target-adapted CP,Residual-adapted CP,HUST -> SANDIA,random_forest,0.95,5.0,5.0,residual_mean,0.84925,0.7214968620764889,0.9157994494872064,1.0,0.9115,0.787,0.1704999999999999,3651.0234422501167,7517.733576620568,765.0993678730272,881.4888746661984,107.66525506697997,110.07883459337408,-0.073746026024595,-0.2091130231184577,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,HUST -> SANDIA,random_forest,0.95,10.0,10.0,residual_mean,0.9183333333333332,0.7781551365627857,0.963538657814994,1.0,0.9853333333333332,0.8513333333333333,0.1339999999999999,4406.722140604162,6313.841918959346,767.0878258366872,789.1188567220095,100.48831362935388,101.2719446229218,0.0533284006851292,-0.0093049342107563,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,HUST -> SANDIA,random_forest,0.95,15.0,15.0,residual_mean,0.9255,0.7414871369114632,0.9723953535855878,1.0,0.996,0.855,0.141,4509.027244144069,5892.3500049049735,832.7624466292248,833.2836931641352,102.32290164414847,103.24748075260985,0.0431851026209253,-1.5266125738687375,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,HUST -> SANDIA,random_forest,0.95,20.0,20.0,residual_mean,0.953,0.667309886088765,0.9872453972354576,1.0,1.0,0.906,0.0939999999999999,4739.704850377407,5253.0501815549715,772.1642287609001,785.8692667909198,102.40897075708666,101.62435867516088,0.0040796456469756,-6.385622522691127,1.0,100
"Target-domain CP, no adapter",Target CP,HUST -> SANDIA,random_forest,0.95,5.0,,none,0.8297777777777777,0.7105797943047218,0.8971006623532308,1.0,0.855,0.8056521739130434,0.0802173913043478,3047.2080238276867,4150.848984602353,1221.6142401688458,1227.7150508918558,126.04392051541323,126.4100147419924,-0.3560552542135606,-0.3913042921977634,0.0,100
"Target-domain CP, no adapter",Target CP,HUST -> SANDIA,random_forest,0.95,10.0,,none,0.90975,0.7897316858606641,0.9579624119581596,1.0,0.9365,0.883,0.0714999999999999,3237.3582731303204,3658.485054905572,1221.5854977611525,1226.0193922660633,126.48751786783376,126.49892616283964,-0.3758007939882135,-0.4203433871072222,0.0,100
"Target-domain CP, no adapter",Target CP,HUST -> SANDIA,random_forest,0.95,15.0,,none,0.932,0.8087057387070459,0.9698438039246692,1.0,0.96,0.9055555555555556,0.0558823529411764,3330.912049413068,3631.995384590178,1222.4517252653668,1224.6653502464735,126.5421949368756,126.333903457667,-0.3814287670110308,-0.4500963791840541,0.0,100
"Target-domain CP, no adapter",Target CP,HUST -> SANDIA,random_forest,0.95,20.0,,none,0.954,0.8200796959181876,0.984850143079849,1.0,0.9853333333333332,0.9226666666666666,0.0626666666666666,3377.943167785057,3561.4961358905957,1231.2830179468065,1230.9083690084124,125.88147162246956,126.09673287229008,-0.3375452450757505,-0.4095598297542668,1.0,100
Linear target-adapted CP,Linear-adapted CP,LUH -> HUST,gaussian_process,0.95,5.0,5.0,linear,0.8361194029850746,0.740217931630529,0.8955679591428408,1.0,0.8339393939393939,0.838235294117647,0.175597147950089,925.392,1733.191402985074,238.56567164179103,247.4823582089552,16.24187169779984,16.895391695123013,-0.1314096538299234,-0.2320769089267598,0.0,100
Linear target-adapted CP,Linear-adapted CP,LUH -> HUST,gaussian_process,0.95,10.0,10.0,linear,0.9185964912280702,0.8282339003099196,0.9560996926868496,1.0,0.9182142857142856,0.9189655172413792,0.085283251231527,1075.5739999999998,1395.6034736842105,230.9157894736842,234.23682456140352,15.83822395362563,15.985580333449208,-0.0492582289818273,-0.1029304761265349,0.0,100
Linear target-adapted CP,Linear-adapted CP,LUH -> HUST,gaussian_process,0.95,15.0,15.0,linear,0.9451063829787236,0.8470232589555157,0.9759271632099822,1.0,0.9430434782608696,0.9470833333333332,0.0613586956521738,1106.26,1307.0078014184394,234.62978723404257,235.58019858156032,16.030148651380223,16.05934795722768,-0.0531915367388576,-0.0868627416506661,0.0,100
Linear target-adapted CP,Linear-adapted CP,LUH -> HUST,gaussian_process,0.95,20.0,20.0,linear,0.9467567567567567,0.8296273059430057,0.979844269133267,1.0,0.9383333333333332,0.9547368421052632,0.0645906432748537,1115.023,1310.9559729729729,232.05810810810812,234.02585135135135,15.942278537256158,15.9791534097023,-0.0458997004049209,-0.0808765337841031,1.0,100
Residual-mean target-adapted CP,Residual-adapted CP,LUH -> HUST,gaussian_process,0.95,5.0,5.0,residual_mean,0.8380597014925373,0.7427514751808519,0.8967045828127904,1.0,0.8142424242424242,0.8611764705882352,0.1985918003565062,946.488,1769.3679999999993,244.34477611940295,250.3288358208955,16.6441267181292,17.02974290572242,-0.1543391509162293,-0.2381354569111074,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,LUH -> HUST,gaussian_process,0.95,10.0,10.0,residual_mean,0.9110526315789474,0.816469024541534,0.9537294701740696,1.0,0.9082142857142856,0.913793103448276,0.0873522167487684,1038.67,1382.6166666666663,236.59035087719303,238.80885964912284,16.133264034929486,16.283563347505194,-0.0494647051550157,-0.1243392511427704,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,LUH -> HUST,gaussian_process,0.95,15.0,15.0,residual_mean,0.9319148936170212,0.8291872233808885,0.9693736547242552,1.0,0.9304347826086956,0.9333333333333332,0.0768840579710144,1076.7773333333334,1327.4859858156028,235.91702127659565,237.7799716312057,16.26616367273595,16.21668148358177,-0.0472453325177606,-0.0833675179825738,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,LUH -> HUST,gaussian_process,0.95,20.0,20.0,residual_mean,0.9575675675675676,0.8440291851807867,0.9850303287963031,1.0,0.9533333333333333,0.9615789473684212,0.0429239766081871,1151.804,1289.298054054054,232.1236486486487,232.93305405405405,15.756935200004632,15.876333490113227,-0.0441814724177071,-0.0839982918124764,1.0,100
"Target-domain CP, no adapter",Target CP,LUH -> HUST,gaussian_process,0.95,5.0,,none,0.8338888888888889,0.7431123992338897,0.8908416510655869,1.0,0.9941666666666668,0.6736111111111112,0.3205555555555555,2825.296847032924,3871.6968470329234,1084.1065491682525,1084.8502290720176,112.51730089297708,112.83492216434487,-15.69581195346658,-15.750348053003163,0.0,100
"Target-domain CP, no adapter",Target CP,LUH -> HUST,gaussian_process,0.95,10.0,,none,0.9176119402985076,0.8333922189461319,0.9565406950786854,1.0,1.0,0.8376470588235294,0.1623529411764706,3009.776847032924,3359.305205241879,1086.7364668510268,1086.188423516462,112.71119286285143,112.89900407579044,-15.657925824437724,-15.806601264859776,0.0,100
"Target-domain CP, no adapter",Target CP,LUH -> HUST,gaussian_process,0.95,15.0,,none,0.9393548387096774,0.8568035677455478,0.9706386088982784,1.0,1.0,0.8787096774193549,0.1212903225806451,3083.236847032924,3305.140072839376,1087.376332041205,1086.61390738743,112.88885914218696,112.92955368901576,-15.830334033191312,-15.98788129362147,0.0,100
"Target-domain CP, no adapter",Target CP,LUH -> HUST,gaussian_process,0.95,20.0,,none,0.9587719298245614,0.8759502320345715,0.9836609773898006,1.0,1.0,0.9189655172413792,0.0810344827586206,3139.296847032924,3255.9845663311694,1082.5960282261735,1084.8810550954097,112.7272953084202,112.8384859456544,-15.899643788212655,-15.86752330340962,1.0,100
Linear target-adapted CP,Linear-adapted CP,LUH -> MATR,gaussian_process,0.95,5.0,5.0,linear,0.8330252100840336,0.7641826479540346,0.8810392564495274,1.0,0.8366101694915254,0.8295,0.1684322033898304,3385.6509934395326,180787.38335203455,290.34033737375944,4726.071751172431,38.31438727966905,40.22913029764451,-0.1249565340256354,-272861.5315142502,0.0,100
Linear target-adapted CP,Linear-adapted CP,LUH -> MATR,gaussian_process,0.95,10.0,10.0,linear,0.8910091743119267,0.8256211809589326,0.9297749375496644,1.0,0.929074074074074,0.8536363636363636,0.1091414141414141,1484.133171271652,55702.19129992672,290.89762739304007,1624.763037752653,38.882348476321255,39.49267964042045,-0.0592602390939923,-83129.47979627155,0.0,100
Linear target-adapted CP,Linear-adapted CP,LUH -> MATR,gaussian_process,0.95,15.0,15.0,linear,0.9470707070707072,0.8878779879759705,0.9728643723043924,1.0,0.9851020408163264,0.9098,0.0794326530612244,1728.979712216241,59810.49395583991,289.65327756759825,1731.645601542712,38.64669751620478,39.47103162450588,-0.0756820335071599,-72174.06357224414,0.0,100
Linear target-adapted CP,Linear-adapted CP,LUH -> MATR,gaussian_process,0.95,20.0,20.0,linear,0.9415730337078652,0.8768691839539267,0.9697353502531584,1.0,0.9713636363636364,0.9124444444444444,0.0742727272727272,22578.10661058998,278385.5806793058,289.30855946058637,6792.113030811795,38.323803223456906,39.015853163673846,-0.0426147208424767,-354566.72814572044,1.0,100
Residual-mean target-adapted CP,Residual-adapted CP,LUH -> MATR,gaussian_process,0.95,5.0,5.0,residual_mean,0.795546218487395,0.7218986302438755,0.85070935304841,1.0,0.8338983050847457,0.7578333333333334,0.2017203389830508,1020.6599838262902,2998.128385817784,286.376473055251,305.2690157010653,36.883160387899174,38.758224593688794,-0.0820069239480215,-0.1868544991364535,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,LUH -> MATR,gaussian_process,0.95,10.0,10.0,residual_mean,0.8962385321100917,0.8318534063369731,0.9336453819874356,1.0,0.931851851851852,0.8612727272727273,0.1186936026936026,1485.5860285061517,2485.0128252075756,285.33486256420235,291.51981562502357,36.80380147053498,37.46865489523852,-0.0468777950056764,-0.1161716065923158,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,LUH -> MATR,gaussian_process,0.95,15.0,15.0,residual_mean,0.9310101010101012,0.8683013607827121,0.961519617824678,1.0,0.9736734693877552,0.8892,0.0880408163265305,1668.4386823218974,2392.3988238352617,281.78186289886787,287.0725719276287,36.59605085370715,37.0365251291706,-0.0285759383772783,-0.0872621614002114,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,LUH -> MATR,gaussian_process,0.95,20.0,20.0,residual_mean,0.9552808988764044,0.8939630240480716,0.9789228722896148,1.0,0.994318181818182,0.9171111111111112,0.0781363636363636,1791.3870172740667,2254.4126329018823,281.71488929603424,284.2288885484251,36.45817040279624,36.64309324762776,-0.0388662699268177,-0.0760314164240605,1.0,100
"Target-domain CP, no adapter",Target CP,LUH -> MATR,gaussian_process,0.95,5.0,,none,0.826774193548387,0.7600643647614589,0.8738457982449239,1.0,0.9903225806451612,0.663225806451613,0.3270967741935484,1683.6615587155216,4003.010020542507,389.5532093726862,388.8579136321046,56.27985608824349,56.471300797598104,-1.0720795723517489,-1.077979226292744,0.0,100
"Target-domain CP, no adapter",Target CP,LUH -> MATR,gaussian_process,0.95,10.0,,none,0.9129411764705884,0.8538175081409526,0.9462381159415868,1.0,1.0,0.8273333333333334,0.1726666666666666,2101.4368470329237,3264.5427293769544,389.8240149312836,388.7374511092104,56.29979793265879,56.46609945234666,-1.0643976058188005,-1.0761029576199157,0.0,100
"Target-domain CP, no adapter",Target CP,LUH -> MATR,gaussian_process,0.95,15.0,,none,0.93640350877193,0.8803959826470605,0.963958805521319,1.0,1.0,0.8728070175438596,0.1271929824561403,2327.656847032924,3139.0428119329813,389.8718209711554,389.9786673870856,56.547278016913566,56.60735553122227,-1.0786688242640736,-1.080760620925495,0.0,100
"Target-domain CP, no adapter",Target CP,LUH -> MATR,gaussian_process,0.95,20.0,,none,0.9510091743119268,0.8966506221172466,0.9746603395411912,1.0,1.0,0.902909090909091,0.097090909090909,2494.1768470154716,3070.4227186263106,388.8293921608764,388.9036935710131,56.29202837534704,56.47158853387148,-1.072730808909817,-1.07230812442581,1.0,100
Linear target-adapted CP,Linear-adapted CP,LUH -> SANDIA,gaussian_process,0.95,5.0,5.0,linear,0.82075,0.6904871125575854,0.8948036302743552,1.0,0.885,0.7565000000000001,0.1854999999999999,42594167.833883874,123408863.82343638,937.1337376108484,4785902.428707634,123.4793510337516,114.62098724007606,-0.302611311893794,-3659350120.663361,0.0,100
Linear target-adapted CP,Linear-adapted CP,LUH -> SANDIA,gaussian_process,0.95,10.0,10.0,linear,0.8933333333333333,0.7497435327484387,0.9476259312880392,1.0,0.966,0.8206666666666667,0.1493333333333333,21591.208214480495,46492.251283301266,884.1052201588948,1839.7715649206905,115.6055489672118,112.37508993453534,-0.0916805142365114,-336.35457830773396,0.0,100
Linear target-adapted CP,Linear-adapted CP,LUH -> SANDIA,gaussian_process,0.95,15.0,15.0,linear,0.9345,0.7501753650440937,0.9788068726080066,1.0,0.987,0.882,0.1109999999999999,150035.8577509578,227428.99743615705,902.5468224380515,4342.669756962909,113.08172652588276,113.24822784797284,-0.0422475199020094,-5360.463915691666,0.0,100
Linear target-adapted CP,Linear-adapted CP,LUH -> SANDIA,gaussian_process,0.95,20.0,20.0,linear,0.949,0.6621518920528789,0.9866236536702464,1.0,1.0,0.898,0.1019999999999999,5629.224453376079,6084.850083955234,877.6797245155703,862.8801030385632,111.318400728425,111.29178435323952,-0.0933177854009169,-7.444413275279056,1.0,100
Residual-mean target-adapted CP,Residual-adapted CP,LUH -> SANDIA,gaussian_process,0.95,5.0,5.0,residual_mean,0.813,0.6815777308664488,0.8895711467840498,1.0,0.868,0.758,0.2149999999999999,3519.9975642814657,8725.330434195004,866.4851248520146,896.0530304583648,111.7582612173738,102.43602796091176,-0.1322636670823764,-0.2552577326528448,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,LUH -> SANDIA,gaussian_process,0.95,10.0,10.0,residual_mean,0.91,0.7659308439478045,0.9609881736495413,1.0,0.9873333333333334,0.8326666666666667,0.1546666666666666,4447.000956950667,6667.16906061351,868.4367170631929,883.7270986699249,111.79488981988897,106.86906682022251,-0.0863418372921521,-0.1815528277032095,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,LUH -> SANDIA,gaussian_process,0.95,15.0,15.0,residual_mean,0.933,0.750823112925614,0.9756425002006446,1.0,0.996,0.87,0.1259999999999999,4893.854006023253,6199.762968474192,855.4293426494717,856.2837764801272,107.08149884792856,105.79512437991175,-0.054693663311834,-0.1873138198161683,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,LUH -> SANDIA,gaussian_process,0.95,20.0,20.0,residual_mean,0.969,0.6852225668377895,0.9924516668908204,1.0,1.0,0.938,0.0619999999999999,5074.176961407694,5463.816961407693,823.5771662726215,814.672979116315,109.97653915252867,107.753193308913,-0.0679923966601383,-10.347295120845455,1.0,100
"Target-domain CP, no adapter",Target CP,LUH -> SANDIA,gaussian_process,0.95,5.0,,none,0.8439999999999999,0.7247826538817972,0.9091050461899756,1.0,0.9272727272727274,0.7643478260869565,0.189288537549407,3967.4999853691465,10504.5298454291,621.0342227325225,625.8679535776214,76.03076883258838,75.78676305830245,-0.1093672138974654,-0.1103408474764421,0.0,100
"Target-domain CP, no adapter",Target CP,LUH -> SANDIA,gaussian_process,0.95,10.0,,none,0.92125,0.8045782224092174,0.9641005785820684,1.0,0.9975,0.845,0.1524999999999999,5206.384318204759,7599.35535074748,617.9383504511712,610.8928731273584,74.57787488868287,74.42881941334232,-0.109566588792576,-0.1057542051827591,0.0,100
"Target-domain CP, no adapter",Target CP,LUH -> SANDIA,gaussian_process,0.95,15.0,,none,0.9505714285714286,0.8294662049910082,0.982552729354372,1.0,0.9994117647058824,0.9044444444444444,0.0949673202614378,5722.310409842546,6440.152908073278,613.270948100288,612.1986392769763,74.72435446035325,74.78695733175925,-0.104503123897873,-0.1067389542527762,0.0,100
"Target-domain CP, no adapter",Target CP,LUH -> SANDIA,gaussian_process,0.95,20.0,,none,0.9576666666666668,0.8257205106958727,0.9857102300855546,1.0,0.9993333333333334,0.916,0.0833333333333333,5815.010409842545,6465.746657778401,623.0219211853721,612.4293502495884,74.77942921542376,75.22968463627653,-0.109943917545117,-0.1099169786674599,1.0,100
Linear target-adapted CP,Linear-adapted CP,MATR -> HUST,catboost,0.95,5.0,5.0,linear,0.8294029850746268,0.7325380280196008,0.8905434377605178,1.0,0.82,0.8385294117647057,0.1638413547237076,1091.608172458332,2276.1257929296307,269.0884402230006,296.7002759132111,18.180281981024393,20.505650444074572,-0.4431352291863266,-0.9960516459766188,0.0,100
Linear target-adapted CP,Linear-adapted CP,MATR -> HUST,catboost,0.95,10.0,10.0,linear,0.9052631578947368,0.8099980373337461,0.9493525912591028,1.0,0.9121428571428573,0.8986206896551724,0.1033743842364531,1121.3680461362592,1564.8420716276078,245.41692888106468,249.4512521281324,16.759010754170635,16.98648159316827,-0.1869859908404463,-0.2834995958477396,0.0,100
Linear target-adapted CP,Linear-adapted CP,MATR -> HUST,catboost,0.95,15.0,15.0,linear,0.948936170212766,0.8505825811411176,0.9794486763967412,1.0,0.9543478260869566,0.94375,0.0588224637681159,1163.9099996893526,1362.671429291837,238.9541032991705,241.182714515247,16.44467688163583,16.42247939748106,-0.103601294373627,-0.1665950619357956,0.0,100
Linear target-adapted CP,Linear-adapted CP,MATR -> HUST,catboost,0.95,20.0,20.0,linear,0.95,0.8348317631340025,0.9805161936125152,1.0,0.9488888888888888,0.9510526315789474,0.05906432748538,1169.5598040298685,1353.9406653636502,240.4718854481734,240.99809927955383,16.34371550321235,16.38536354489977,-0.0723802532566771,-0.1394762425870777,1.0,100
Residual-mean target-adapted CP,Residual-adapted CP,MATR -> HUST,catboost,0.95,5.0,5.0,residual_mean,0.8388059701492537,0.7420598184215715,0.8988078423490985,1.0,0.8393939393939394,0.8382352941176471,0.1849019607843137,994.1853359063686,1761.9747039129395,253.3058624634392,265.15796579045457,17.24537942838375,18.143939047846956,-0.2272871631510325,-0.3925073840687015,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,MATR -> HUST,catboost,0.95,10.0,10.0,residual_mean,0.906140350877193,0.809796854610196,0.951197390061858,1.0,0.9007142857142857,0.9113793103448276,0.1183004926108374,1065.6577622469665,1455.2561953684092,253.1462064216249,256.07873957904934,17.25385853358623,17.478660029956597,-0.2008573572696509,-0.2834284945929713,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,MATR -> HUST,catboost,0.95,15.0,15.0,residual_mean,0.9342553191489362,0.8331116442044852,0.9697764110726568,1.0,0.927391304347826,0.9408333333333332,0.079927536231884,1139.715079284632,1376.983543754789,249.76984015127024,249.42338025543597,17.111515843631988,17.033717988175958,-0.1743044262850351,-0.2199576522566785,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,MATR -> HUST,catboost,0.95,20.0,20.0,residual_mean,0.9527027027027029,0.8371682610961366,0.9830766803755856,1.0,0.9372222222222222,0.9673684210526317,0.0587426900584795,1164.2613813508144,1337.1496103101836,245.6520546957812,246.0212247555446,16.694128665309826,16.828349228621178,-0.1728938841713013,-0.1950210399076996,1.0,100
