experiment,scenario,source,target,model,n_cycles,seed,train_cells,calibration_cells,test_cells,MAE,SMAPE,R2,y_mean_log,y_std_log,log_lower,log_upper,best_filters,best_learning_rate,best_epoch,epochs_run,best_val_loss,final_train_loss
hust_to_hust,within_split,hust,hust,pytorch_simple_transformer,100,123,53,12,12,224.91759229499175,15.069732640994962,-0.09554906658426976,7.280747890472412,0.19897635281085968,6.72022008895874,7.612831115722656,32,0.001,1,9,0.8315763473510742,0.9520031213760376
hust_to_hust,within_split,hust,hust,pytorch_simple_transformer,100,42,53,12,12,263.82393840459434,18.23098453128399,-0.24332890142978836,7.299964904785156,0.18443509936332703,6.967909336090088,7.612831115722656,32,0.003,1,9,1.2941768169403076,0.9152738451957703
hust_to_hust,within_split,hust,hust,pytorch_simple_transformer,100,456,53,12,12,256.5448737773598,16.91066887770016,-0.337400403006179,7.2845354080200195,0.19942925870418549,6.72022008895874,7.612831115722656,32,0.001,22,30,0.32412388920783997,0.7931615114212036
hust_to_hust,within_split,hust,hust,pytorch_simple_transformer,100,789,53,12,12,229.54483969474504,16.117363209734222,-0.07801530457414763,7.282606601715088,0.19414253532886505,6.72022008895874,7.612831115722656,64,0.001,9,17,0.8299520015716553,0.890903115272522
luh_to_luh,within_split,luh,luh,pytorch_simple_transformer,100,1011,74,16,16,123.76993400943773,20.553545504950797,0.7186939059720445,6.0122599601745605,0.8932117819786072,4.094344615936279,7.38709020614624,64,0.001,20,28,0.07066889852285385,0.08675210922956467
luh_to_luh,within_split,luh,luh,pytorch_simple_transformer,100,123,74,16,16,133.50936162163242,22.827933272932277,0.657223254697884,5.986907005310059,0.9334043264389038,4.094344615936279,7.38709020614624,64,0.001,18,26,0.04456876218318939,0.09264292567968369
luh_to_luh,within_split,luh,luh,pytorch_simple_transformer,100,42,74,16,16,115.12530910414942,20.044932053816822,0.8389286392700455,6.007865905761719,0.9053627848625183,4.127134323120117,7.38709020614624,32,0.003,7,15,0.0901440978050232,0.12393368780612946
luh_to_luh,within_split,luh,luh,pytorch_simple_transformer,100,456,74,16,16,159.0783477993364,24.990815281298115,0.7259138769372193,5.982973098754883,0.909216582775116,4.094344615936279,7.38709020614624,64,0.001,35,40,0.0546172596514225,0.07084011286497116
luh_to_luh,within_split,luh,luh,pytorch_simple_transformer,100,789,74,16,16,134.09967272206742,22.81063842574973,0.7678610342654767,6.005956172943115,0.9016876220703125,4.127134323120117,7.38709020614624,32,0.003,5,13,0.1338597685098648,0.10792642086744308
matr_to_matr,within_split,matr,matr,pytorch_simple_transformer,100,1011,89,20,20,303.15699932220565,43.614209849371434,-0.0033165051536796497,6.573174953460693,0.43848228454589844,5.509388446807861,7.633369445800781,32,0.003,6,14,0.7184268236160278,0.9833943843841553
matr_to_matr,within_split,matr,matr,pytorch_simple_transformer,100,123,89,20,20,288.0923193854743,36.04087701596896,0.043549015454136586,6.538547992706299,0.4620335102081299,4.8903489112854,7.633369445800781,64,0.001,40,40,0.6709507703781128,0.6404058337211609
matr_to_matr,within_split,matr,matr,pytorch_simple_transformer,100,42,89,20,20,266.47317695882555,37.80540520199287,-0.005269218392758512,6.567969799041748,0.44667568802833557,5.509388446807861,7.633369445800781,32,0.003,4,12,0.9793149828910828,0.9927587509155273
matr_to_matr,within_split,matr,matr,pytorch_simple_transformer,100,456,89,20,20,302.1258998464549,39.351891909943156,-0.08963270666500911,6.5606160163879395,0.4517723619937897,5.509388446807861,7.633369445800781,64,0.001,2,10,0.8013262748718262,0.8872995972633362
matr_to_matr,within_split,matr,matr,pytorch_simple_transformer,100,789,89,20,20,234.1627326771063,35.779142011908384,0.05240803035577002,6.570230007171631,0.447017639875412,5.521461009979248,7.633369445800781,64,0.001,3,11,0.9886822700500488,0.9810617566108704
