experiment,feature,n_cycles,source,target,seed,repeat,k_target,residual_shift,MAE,SMAPE,R2
cross_univariate_residual_mean,std_diff,100,matr,hust,789,4.0,20,783.6770056041474,227.23498201891348,15.577877725253659,-0.0014054151150388883
cross_univariate_residual_mean,std_diff,100,matr,hust,789,5.0,20,777.4268052079682,228.5640087484868,15.584322143203714,-4.797138340162377e-05
cross_univariate_residual_mean,std_diff,100,matr,hust,789,6.0,20,798.1269123325608,244.5148089598831,16.80871418497244,-0.010717155354142971
cross_univariate_residual_mean,std_diff,100,matr,hust,789,7.0,20,792.1769184387705,245.6999206401867,16.871054331919975,-0.005718105019291375
cross_univariate_residual_mean,std_diff,100,matr,hust,789,8.0,20,836.9268340806973,231.01661382149325,15.976284583842496,-0.08924897439892931
cross_univariate_residual_mean,std_diff,100,matr,hust,789,9.0,20,750.4268234263743,230.02367552120265,15.643006709967565,-0.01594648853313574
cross_univariate_residual_mean,std_diff,100,matr,hust,789,10.0,20,851.5768391975959,245.29638672433376,17.01218004221837,-0.13041064145805614
cross_univariate_residual_mean,std_diff,100,matr,hust,789,11.0,20,668.2269515078226,256.74111717113954,17.237003095386914,-0.28007256269851233
cross_univariate_residual_mean,std_diff,100,matr,hust,789,12.0,20,804.3769129866366,215.8543219230694,14.762702531073266,-0.020878711782607473
cross_univariate_residual_mean,std_diff,100,matr,hust,789,13.0,20,863.4268771224461,251.20784009517544,17.266848286045896,-0.1766177391861663
cross_univariate_residual_mean,std_diff,100,matr,hust,789,14.0,20,796.9268461602537,220.44992439095998,15.19525612973258,-0.011032341674651391
cross_univariate_residual_mean,std_diff,100,matr,hust,789,15.0,20,643.9770212250114,267.9735280344299,17.916105514432047,-0.4412024517973392
cross_univariate_residual_mean,std_diff,100,matr,hust,789,16.0,20,714.826947517691,234.2183231314967,15.821252723592325,-0.09163777904559933
cross_univariate_residual_mean,std_diff,100,matr,hust,789,17.0,20,790.9767613080215,232.81574509053902,15.917590374289913,-0.005274698705337144
cross_univariate_residual_mean,std_diff,100,matr,hust,789,18.0,20,791.2768856903938,226.37191901562485,15.51921546707527,-0.005600897325985343
cross_univariate_residual_mean,std_diff,100,matr,hust,789,19.0,20,812.8270525781415,232.35344601504588,15.91721761219563,-0.03161747664857728
within_univariate,skewness_Qdis,100,matr,matr,789,,0,,239.1874316499303,36.2553967689567,5.891321636097846e-05
cross_univariate_raw,skewness_Qdis,100,matr,hust,789,,0,,775.9243976992755,68.33681413032377,-8.013260543878314
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,0.0,20,784.124511907942,225.43992743230535,15.45304481578108,-0.0019106689575070224
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,1.0,20,741.8781666636128,232.4969349988163,15.620619216005945,-0.02894177041728807
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,2.0,20,794.4574099889999,238.26647097443654,16.35655979015854,-0.007865993414472694
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,3.0,20,685.9438087745626,248.0104590855349,16.714355270851904,-0.19549709887913114
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,4.0,20,834.6867249618894,250.4870549242031,17.242444176374956,-0.0758633342199988
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,5.0,20,768.9030489951818,213.27230799535542,14.441121271177556,-0.0013844840255852198
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,6.0,20,814.1914487490017,230.3569434549055,15.776498016150786,-0.037088868244552486
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,7.0,20,725.3901475687869,224.2142933840559,15.145741648220865,-0.06763359553517057
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,8.0,20,832.1031686900999,238.45451666051588,16.421074553453728,-0.07261220449764494
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,9.0,20,756.3021949029173,235.71838572698408,16.058966915124483,-0.008816469770351665
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,10.0,20,808.7790672611179,220.9349080875479,15.131196868134289,-0.0284346638596622
cross_univariate_residual_mean,skewness_Qdis,100,matr,hust,789,11.0,20,823.5841754416139,218.82812353528462,15.08565351112593,-0.06284631421582199
