experiment,source,target,model,seed,n_cycles,n_target,alpha,alpha_ci95_low,alpha_ci95_high,alpha_minus_1_boot_p,beta,theil_sen_alpha,theil_sen_beta,theil_sen_R2,huber_alpha,huber_beta,huber_R2,pearson_r,pearson_r_ci95_low,pearson_r_ci95_high,pearson_p,constant_share_of_ss,constant_share_ci95_low,constant_share_ci95_high,raw_MAE,raw_R2,residual_MAE,residual_R2,linear_MAE,linear_R2
hust_to_luh,hust,luh,pls,789,100,106,1.2189339527481982,1.0597123062750364,1.3991386231063718,0.0033222591362126247,-168.95459606026716,0.9985204230438907,-118.89195685959729,0.6148472977018573,1.0351529806968276,-104.96910089126213,0.6473100946314081,0.8174904079851788,0.7730008098776849,0.8565261354646532,1.1410184028230443e-26,0.03921639185068153,0.0003715252632841559,0.14506512772789487,200.98510275970168,0.637893928190945,185.26620786054906,0.6479744834398729,175.8511674437066,0.6839557422623832
hust_to_luh,hust,luh,pls,1011,100,106,0.9618923961387322,0.7931859386512335,1.197604722824371,0.6666666666666666,-399.71739982614304,1.2424627312164538,-694.6357595274546,0.6086595034934512,0.871800331909374,-372.23123668595184,0.5310777105535385,0.7235641273015856,0.6769823911023181,0.7722838796322445,1.9336820537595232e-18,0.7126776172230571,0.618271423715011,0.7990673752916999,465.6126836856978,-0.6370694981769067,212.6740229972914,0.5704024778203698,214.18084212474,0.5628293079315889
sandia_to_matr,sandia,matr,gaussian_process,42,100,129,-0.03284572797120013,-0.3353591184471537,0.36578224105540524,0.0033222591362126247,796.208408788075,0.1320349311067676,545.8356343014274,-0.19341542392210775,-0.0422987783964394,747.9948399251543,-0.021832101897939493,-0.01466568828570515,-0.15090327053909905,0.14662433106802242,0.868977220761456,0.21729436634729618,0.11392542682602619,0.31889635004097333,329.2625076553474,-0.5475919515462024,300.36233213451834,-0.21246069625756236,274.3246870579026,0.0002150824128932527
sandia_to_matr,sandia,matr,gaussian_process,123,100,129,0.015034807985336492,-0.2637123878219356,0.32573879239929976,0.0033222591362126247,766.528067769129,0.02246704293254648,626.9285290080426,-0.1380085922971055,0.006830421224689332,718.773363707571,-0.022113007140751373,0.009166117216522059,-0.16590133459697629,0.19650542622619085,0.9178868402081555,0.017267388838081387,7.470702165410515e-05,0.07437527491023899,318.89285594350764,-0.3763524303760102,322.37293906978937,-0.3605085804266881,274.6729504176693,8.401770482691084e-05
sandia_to_matr,sandia,matr,gaussian_process,456,100,129,-0.3932222854609749,-1.0067103094748138,0.08533817829902102,0.0033222591362126247,941.6973416375238,-0.38025016290430724,849.2377429995203,-0.04727826364238763,-0.3087417668684308,854.4501976906042,-0.010370500889268719,-0.10419427088419361,-0.21743327250360905,0.017979840527595593,0.23995379719317358,0.47113231758331325,0.39060261973300153,0.5592671618722495,399.0130569669983,-1.11993469200028,294.0667167851466,-0.12542987211560264,271.45627444832985,0.010856446085088844
sandia_to_matr,sandia,matr,gaussian_process,789,100,129,0.12928194997080014,-0.33216342703636653,0.7125331998687128,0.0033222591362126247,716.6166670485408,0.27952124924273347,529.355927298946,-0.10493523306673502,-0.012858644572859805,729.8401164931615,-0.022688351879450952,0.05001271656572506,-0.1398454798938587,0.2524834686048989,0.5735310562661224,0.39604535843176786,0.2983681503652001,0.479014071304748,364.6803698000659,-0.8308215950425077,293.3829452416315,-0.1109580535716348,276.09966458211613,0.0025012718182835236
sandia_to_matr,sandia,matr,gaussian_process,1011,100,129,0.21580237873490757,-0.9183318228671301,1.4557931045036103,0.20666666666666667,692.363670761296,0.5300951914727394,361.30100816816037,-0.32982571045846276,0.1971428677124728,645.0981411440382,-0.021961198284882855,0.03066446353060307,-0.1355526108025415,0.18260048767552714,0.7301150125873013,0.5347172706439559,0.47040771365066675,0.592862080917708,395.53925046606565,-1.1359663045567534,277.7383229257872,-0.011476480460682836,275.16856751170536,0.0009403093236196591
sandia_to_hust,sandia,hust,catboost,42,100,77,0.30681178977546675,0.02827931208331639,0.574110865936821,0.0033222591362126247,1157.821676981887,0.3539686974294484,1074.3809071145356,0.050919800414129135,0.3233159578372987,1138.2419238366383,0.06627591511351005,0.2578922677217341,0.02275359360275956,0.4636021348903491,0.023547568952613642,0.6374616203949782,0.5414783817948768,0.7370415897206334,431.3447110276043,-2.4920165198192206,242.59324096031747,-0.2729877559973424,220.18185794205945,0.06650842175065863
sandia_to_hust,sandia,hust,catboost,123,100,77,0.3043967403714287,0.02386527529219573,0.5358710144946109,0.0033222591362126247,1122.358982300239,0.24830011246909017,1202.8321597171123,0.04946982090158725,0.2676236180195674,1163.1032818178771,0.05251292875608138,0.23122986565373382,0.017137169176035333,0.3983169278795261,0.04303641212861024,0.46889438700575076,0.33605624657965566,0.579981449905124,325.08516616042465,-1.2934954566177952,258.55998879094767,-0.22574281803471474,223.24875384682872,0.0534672507702435
sandia_to_hust,sandia,hust,catboost,456,100,77,0.2283008475083278,0.0325539696526212,0.49647009547281246,0.0033222591362126247,1194.3333096927852,0.3543271693529201,1024.780046753518,0.025354718291006884,0.22974124359744771,1187.2263768916166,0.03692931854911696,0.19312392425952632,0.027273123427353774,0.39625286570707197,0.09241002873193477,0.274785513079662,0.14330430383476228,0.4444998726960859,296.33589064874724,-0.9023236139955886,268.8402058509112,-0.3888439868362572,223.36228850292025,0.03729685012139894
