dataset,model,n_cycles,seed,feature,mean_abs_shap_log_cycles,mean_shap_log_cycles,relative_importance,rank,train_cells,test_cells,MAE,SMAPE,R2,attribution_MAE,attribution_SMAPE,attribution_R2,metric_source
matr,catboost,100,42,Qdis_cycle10,0.0071709890922827604,-0.0028012654568115754,0.01391091394696383,21,89,20,159.92502983700646,23.179327159072493,0.6009600777757226,159.92502983700646,23.179327159072493,0.6009600777757226,benchmark_evaluate_split
matr,catboost,100,42,mean_diff,0.003877220432237413,0.001207334571504743,0.007521372448371005,30,89,20,159.92502983700646,23.179327159072493,0.6009600777757226,159.92502983700646,23.179327159072493,0.6009600777757226,benchmark_evaluate_split
matr,catboost,100,42,poly2_a,0.015075035716742005,0.006682732352252458,0.029243877225902663,12,89,20,159.92502983700646,23.179327159072493,0.6009600777757226,159.92502983700646,23.179327159072493,0.6009600777757226,benchmark_evaluate_split
matr,catboost,100,42,poly2_b,0.010084516148971505,0.0017778923629388824,0.01956282941443611,15,89,20,159.92502983700646,23.179327159072493,0.6009600777757226,159.92502983700646,23.179327159072493,0.6009600777757226,benchmark_evaluate_split
matr,catboost,100,42,poly2_c,0.051745553618059284,0.005903994811919573,0.10038056595198094,2,89,20,159.92502983700646,23.179327159072493,0.6009600777757226,159.92502983700646,23.179327159072493,0.6009600777757226,benchmark_evaluate_split
matr,catboost,100,42,exp_decay_k,0.005617112345028108,0.0020572470968131676,0.01089656746880366,25,89,20,159.92502983700646,23.179327159072493,0.6009600777757226,159.92502983700646,23.179327159072493,0.6009600777757226,benchmark_evaluate_split
matr,catboost,100,42,cycle_to_99pct,0.0029375492387387135,-0.0003847593065589592,0.005698515804331674,31,89,20,159.92502983700646,23.179327159072493,0.6009600777757226,159.92502983700646,23.179327159072493,0.6009600777757226,benchmark_evaluate_split
matr,catboost,100,42,cycle_to_98pct,0.00041112173959027387,0.00041112173959027387,0.0007975300293401789,33,89,20,159.92502983700646,23.179327159072493,0.6009600777757226,159.92502983700646,23.179327159072493,0.6009600777757226,benchmark_evaluate_split
matr,catboost,100,42,cycle_to_95pct,0.0,0.0,0.0,34,89,20,159.92502983700646,23.179327159072493,0.6009600777757226,159.92502983700646,23.179327159072493,0.6009600777757226,benchmark_evaluate_split
matr,catboost,100,42,slope_first_quarter,0.008994838837255416,0.004436266496150953,0.01744897773816533,16,89,20,159.92502983700646,23.179327159072493,0.6009600777757226,159.92502983700646,23.179327159072493,0.6009600777757226,benchmark_evaluate_split
